,InvoiceNo,CustomerID,CountryType,Quantity,InvoiceDate,Month,Day,Weekday,Hour,cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,sum,Delivery_Charges,Extra_Charges,Other Purchases,PricePerQuantity
12749,565934,18222,1,335,2011-09-08 10:45:00,9,8,3,10,45.42,35.40000000000001,90.60999999999999,198.01000000000005,73.56,0.0,443.0,0,0,0,1.3223880597014925
12750,565936,15653,1,1152,2011-09-08 10:49:00,9,8,3,10,829.44,0.0,0.0,0.0,0.0,0.0,829.44,0,0,0,0.7200000000000001
12751,565937,13468,1,52,2011-09-08 10:52:00,9,8,3,10,12.5,54.56,0.0,19.9,39.78,0.0,126.74000000000001,0,0,0,2.4373076923076926
12752,565967,14646,0,1012,2011-09-08 11:27:00,9,8,3,11,196.88,379.20000000000005,432.98,588.84,346.70000000000005,0.0,1944.6,0,0,0,1.9215415019762845
12753,565971,13571,1,179,2011-09-08 11:27:00,9,8,3,11,8.58,92.50999999999996,43.75,62.830000000000005,75.01,0.0,282.67999999999995,0,0,0,1.5792178770949719
12754,565975,14646,0,1,2011-09-08 11:28:00,9,8,3,11,0.0,0.0,0.0,2.08,0.0,0.0,2.08,0,0,0,2.08
12755,565990,13577,1,260,2011-09-08 11:44:00,9,8,3,11,0.0,312.9000000000001,10.5,48.3,0.0,0.0,371.7000000000001,0,0,0,1.429615384615385
12756,565993,13013,1,86,2011-09-08 11:46:00,9,8,3,11,75.70000000000002,0.0,35.55000000000001,162.35,29.70000000000001,0.0,303.30000000000007,0,0,0,3.5267441860465123
12757,565994,13244,1,38,2011-09-08 11:46:00,9,8,3,11,0.0,0.0,50.349999999999994,57.14000000000001,14.25,0.0,121.74000000000001,0,0,0,3.203684210526316
12758,565995,16076,1,230,2011-09-08 11:48:00,9,8,3,11,128.7,64.55000000000001,98.55000000000001,84.0,35.040000000000006,7.5,418.3400000000001,0,0,0,1.8188695652173916
12759,566001,13700,1,11,2011-09-08 11:53:00,9,8,3,11,3.75,0.0,0.0,11.24,0.0,0.0,14.989999999999998,0,0,0,1.3627272727272726
12760,566005,16426,1,88,2011-09-08 11:56:00,9,8,3,11,5.9,21.1,28.470000000000002,15.26,90.96000000000001,0.0,161.69000000000003,0,0,0,1.8373863636363639
12761,566006,13018,1,288,2011-09-08 12:01:00,9,8,3,12,103.32000000000001,80.64,75.0,17.700000000000006,10.2,0.0,286.86,0,0,0,0.9960416666666667
12762,566008,16426,1,91,2011-09-08 12:04:00,9,8,3,12,5.07,72.83999999999999,27.2,35.08,13.8,0.0,153.99,0,0,0,1.6921978021978024
12763,566009,16076,1,72,2011-09-08 12:04:00,9,8,3,12,51.84,0.0,0.0,0.0,0.0,0.0,51.84,0,0,0,0.7200000000000001
12764,566010,13700,1,448,2011-09-08 12:05:00,9,8,3,12,156.48000000000002,61.029999999999994,14.809999999999999,130.59000000000003,27.56,0.0,390.4700000000001,0,0,0,0.8715848214285716
12765,566013,17004,1,554,2011-09-08 12:16:00,9,8,3,12,272.34,200.93,184.73000000000002,247.60000000000002,0.0,0.0,905.5999999999996,0,0,0,1.6346570397111906
12766,566014,14688,1,205,2011-09-08 12:16:00,9,8,3,12,24.7,174.95000000000002,0.0,13.98,141.45000000000002,0.0,355.0799999999999,0,0,0,1.7320975609756093
12767,566015,16426,1,78,2011-09-08 12:19:00,9,8,3,12,28.08,0.0,0.0,17.700000000000003,0.0,0.0,45.78,0,0,0,0.586923076923077
12768,566016,15144,1,470,2011-09-08 12:20:00,9,8,3,12,0.0,0.0,277.79999999999995,215.09999999999997,99.0,0.0,591.8999999999999,0,0,0,1.2593617021276593
12769,566017,13330,1,351,2011-09-08 12:27:00,9,8,3,12,23.4,149.20000000000002,112.25000000000001,95.1,32.76,0.0,412.71000000000004,0,0,0,1.175811965811966
12770,566018,13137,1,294,2011-09-08 12:42:00,9,8,3,12,31.57,131.54,152.05,101.10000000000001,43.3,0.0,459.56000000000006,0,0,0,1.5631292517006805
12771,566019,17243,1,117,2011-09-08 12:44:00,9,8,3,12,123.1,62.489999999999995,65.85,135.20000000000002,36.45,0.0,423.09,5,0,0,3.616153846153846
12772,566020,13925,1,54,2011-09-08 12:47:00,9,8,3,12,0.0,0.0,22.75,109.95000000000002,0.0,0.0,132.70000000000002,0,0,0,2.4574074074074077
12773,566021,15306,1,234,2011-09-08 12:47:00,9,8,3,12,46.44,22.5,70.02,137.04000000000002,36.45,0.0,312.45000000000005,0,0,0,1.3352564102564104
12774,566022,13925,1,10,2011-09-08 12:47:00,9,8,3,12,0.0,0.0,0.0,19.8,29.70000000000001,0.0,49.500000000000014,0,0,0,4.950000000000001
12775,566023,12955,1,424,2011-09-08 12:48:00,9,8,3,12,132.72,64.2,77.28,81.12,141.12,0.0,496.44,0,0,0,1.1708490566037735
12776,566024,13871,1,196,2011-09-08 12:51:00,9,8,3,12,0.0,236.10000000000005,130.50000000000003,74.25,73.95,0.0,514.8,0,0,0,2.6265306122448977
12777,566025,17634,1,65,2011-09-08 12:55:00,9,8,3,12,5.95,61.1,15.0,11.7,66.04,0.0,159.79000000000002,0,0,0,2.4583076923076925
12778,566026,15618,1,24,2011-09-08 12:56:00,9,8,3,12,0.0,0.0,0.0,19.8,54.6,0.0,74.4,0,0,0,3.1
12779,566027,15618,1,91,2011-09-08 12:57:00,9,8,3,12,15.0,34.92,44.85,13.52,13.52,0.0,121.81,0,0,0,1.3385714285714285
12780,566028,13848,1,1000,2011-09-08 12:58:00,9,8,3,12,0.0,0.0,0.0,320.0,0.0,0.0,320.0,0,0,0,0.32
12781,566033,16031,1,202,2011-09-08 13:07:00,9,8,3,13,69.17,10.71,41.400000000000006,104.80999999999999,16.18,0.0,242.2700000000001,0,0,0,1.1993564356435649
12782,566035,12839,1,286,2011-09-08 13:17:00,9,8,3,13,15.0,188.70000000000002,37.50000000000001,120.6,51.78,0.0,413.5800000000001,0,0,0,1.4460839160839165
12783,566037,13249,1,240,2011-09-08 13:26:00,9,8,3,13,0.0,139.2,0.0,152.64,0.0,0.0,291.84,0,0,0,1.216
12784,566038,14511,1,73,2011-09-08 13:26:00,9,8,3,13,77.1,45.9,40.08000000000001,9.9,18.75,0.0,191.73000000000002,0,0,0,2.6264383561643836
12785,566039,14223,1,194,2011-09-08 13:38:00,9,8,3,13,6.72,49.68,30.75,109.52,137.87,0.0,334.53999999999996,0,0,0,1.7244329896907216
12786,566040,12540,0,240,2011-09-08 13:38:00,9,8,3,13,62.4,120.19999999999999,32.4,139.94000000000003,36.3,0.0,391.23999999999995,56,0,56,1.6301666666666665
12787,566041,13814,0,532,2011-09-08 13:48:00,9,8,3,13,46.8,69.08,698.6999999999999,82.20000000000002,64.8,0.0,961.5799999999999,0,0,0,1.8074812030075187
12788,566042,17811,1,90,2011-09-08 13:53:00,9,8,3,13,10.5,27.4,115.85,14.600000000000001,14.55,0.0,182.89999999999998,0,0,0,2.032222222222222
12789,566043,13769,1,136,2011-09-08 13:54:00,9,8,3,13,0.0,188.22000000000006,16.5,125.8,90.66000000000003,0.0,421.18,0,0,0,3.0969117647058826
12790,566044,13769,1,12,2011-09-08 13:55:00,9,8,3,13,0.0,0.0,0.0,25.20000000000001,0.0,0.0,25.20000000000001,0,0,0,2.100000000000001
12791,566045,15400,1,50,2011-09-08 13:57:00,9,8,3,13,0.0,0.0,105.0,0.0,0.0,0.0,105.0,0,0,0,2.1
12792,566046,12971,1,118,2011-09-08 14:02:00,9,8,3,14,0.0,46.2,0.0,32.7,0.0,0.0,78.9,0,0,0,0.6686440677966102
12793,566047,17370,1,140,2011-09-08 14:19:00,9,8,3,14,34.92,14.459999999999999,0.0,32.4,35.580000000000005,0.0,117.35999999999999,0,0,0,0.8382857142857142
12794,566048,16558,1,244,2011-09-08 14:21:00,9,8,3,14,54.95,115.83999999999999,25.5,76.72999999999999,49.75,0.0,322.77,18,0,5,1.3228278688524588
12795,566049,15730,1,175,2011-09-08 14:28:00,9,8,3,14,117.44,15.0,50.7,94.85,31.8,0.0,309.79,0,0,0,1.7702285714285715
12796,566050,13854,1,70,2011-09-08 14:35:00,9,8,3,14,40.4,81.36,0.0,202.23999999999998,0.0,0.0,324.0,0,0,0,4.628571428571429
12797,566051,15198,1,56,2011-09-08 14:42:00,9,8,3,14,26.88,45.6,0.0,0.0,13.52,0.0,86.00000000000001,0,0,0,1.535714285714286
12798,566052,13199,1,160,2011-09-08 14:53:00,9,8,3,14,0.0,156.32000000000002,0.0,30.0,0.0,0.0,186.32000000000002,0,0,0,1.1645
12799,566053,14410,1,77,2011-09-08 14:57:00,9,8,3,14,6.68,22.46,34.550000000000004,21.450000000000003,35.84,0.0,120.97999999999995,0,0,0,1.5711688311688305
12800,566054,12592,0,124,2011-09-08 15:04:00,9,8,3,15,23.4,108.0,23.4,33.0,0.0,0.0,187.8,18,0,18,1.5145161290322582
12801,566055,15453,1,96,2011-09-08 15:05:00,9,8,3,15,22.15,45.99,64.05,39.55,50.10000000000001,0.0,221.83999999999995,0,0,1,2.3108333333333326
12802,566056,14410,1,6,2011-09-08 15:08:00,9,8,3,15,0.84,0.0,0.0,0.0,3.27,0.0,4.11,0,0,0,0.685
12803,566057,17997,1,361,2011-09-08 15:16:00,9,8,3,15,18.72,10.4,25.0,62.3,50.54,0.0,166.96,0,0,0,0.4624930747922438
12804,566058,16682,1,200,2011-09-08 15:16:00,9,8,3,15,40.56,0.0,48.96,94.4,0.0,0.0,183.92,0,0,0,0.9196
12805,566059,12569,0,8,2011-09-08 15:22:00,9,8,3,15,0.0,68.0,0.0,0.0,0.0,0.0,68.0,18,0,18,8.5
12806,566060,191596,1,468,2011-09-08 15:27:00,9,8,3,15,244.06000000000006,633.3399999999998,206.10999999999996,349.13000000000005,232.32000000000002,0.0,1664.9600000000016,214,0,6,3.557606837606841
12807,566061,13267,1,126,2011-09-08 15:36:00,9,8,3,15,41.6,31.8,49.8,167.6,17.700000000000006,0.0,308.5,0,0,0,2.4484126984126986
12808,566062,14522,1,251,2011-09-08 15:39:00,9,8,3,15,81.12,105.5,163.2,0.0,132.25,0.0,482.07,15,0,0,1.920597609561753
12809,566063,16011,1,96,2011-09-08 15:41:00,9,8,3,15,20.28,0.0,0.0,120.0,30.6,0.0,170.88000000000005,0,0,0,1.7800000000000005
12810,566072,191605,1,6,2011-09-08 18:33:00,9,8,3,18,0.0,17.4,19.95,0.0,0.42,0.0,37.77,0,0,0,6.295000000000001
12811,566073,14562,1,94,2011-09-08 19:58:00,9,8,3,19,94.65000000000003,34.0,41.17,82.4,102.30999999999999,0.0,354.53000000000003,0,0,0,3.7715957446808512
12812,566074,12535,0,104,2011-09-09 08:48:00,9,9,4,8,0.0,200.60000000000002,69.9,59.40000000000001,15.0,0.0,344.90000000000003,0,0,17,3.3163461538461543
12813,566075,16173,1,105,2011-09-09 09:03:00,9,9,4,9,45.519999999999996,105.10000000000002,0.0,15.0,40.05,0.0,205.67000000000002,18,0,0,1.958761904761905
12814,566076,12449,0,361,2011-09-09 09:13:00,9,9,4,9,58.44,256.82,357.6,96.66000000000005,123.18,30.0,922.6999999999999,165,0,165,2.55595567867036
12815,566077,13441,1,204,2011-09-09 09:38:00,9,9,4,9,97.72,64.8,134.12,0.0,0.0,0.0,296.64000000000004,0,0,0,1.4541176470588237
12816,566079,17593,1,782,2011-09-09 09:52:00,9,9,4,9,95.16,174.23999999999998,271.44,145.8,298.97999999999996,0.0,985.6200000000001,0,0,0,1.260383631713555
12817,566081,16293,1,95,2011-09-09 10:09:00,9,9,4,10,0.0,44.3,86.6,15.0,108.09000000000002,0.0,253.99000000000004,0,0,0,2.6735789473684215
12818,566082,16293,1,35,2011-09-09 10:09:00,9,9,4,10,0.0,28.3,0.0,0.0,42.3,0.0,70.6,0,0,0,2.017142857142857
12819,566083,13145,1,96,2011-09-09 10:10:00,9,9,4,10,25.92,0.0,0.0,60.0,0.0,0.0,85.92,0,0,0,0.895
12820,566085,17841,1,102,2011-09-09 10:12:00,9,9,4,10,36.39,88.47,29.599999999999998,17.3,16.740000000000002,0.0,188.49999999999994,0,0,0,1.848039215686274
12821,566086,14051,1,91,2011-09-09 10:16:00,9,9,4,10,15.0,0.0,213.60000000000002,0.0,355.79999999999995,0.0,584.4000000000001,0,0,0,6.421978021978023
12822,566087,13319,1,224,2011-09-09 10:24:00,9,9,4,10,63.7,140.45999999999998,85.35,122.14000000000001,81.75,0.0,493.3999999999999,0,0,0,2.2026785714285713
12823,566089,14062,1,528,2011-09-09 10:31:00,9,9,4,10,0.0,0.0,0.0,88.80000000000004,910.0800000000002,0.0,998.8800000000001,0,0,0,1.891818181818182
12824,566091,17870,1,126,2011-09-09 10:37:00,9,9,4,10,23.779999999999998,48.400000000000006,8.95,52.129999999999995,10.54,0.0,143.8,0,0,0,1.1412698412698414
12825,566092,13823,1,325,2011-09-09 10:42:00,9,9,4,10,37.5,97.5,64.5,55.22000000000001,395.70000000000005,0.0,650.4200000000001,10,0,0,2.001292307692308
12826,566094,17965,1,227,2011-09-09 10:42:00,9,9,4,10,88.35,56.89,39.940000000000005,104.35,58.650000000000006,0.0,348.17999999999995,0,0,0,1.5338325991189425
12827,566108,16027,1,288,2011-09-09 10:47:00,9,9,4,10,0.0,158.4,0.0,0.0,0.0,0.0,158.4,0,0,0,0.55
12828,566115,12674,0,292,2011-09-09 10:51:00,9,9,4,10,0.0,10.2,108.48,256.17999999999995,32.339999999999996,0.0,407.19999999999993,18,0,18,1.3945205479452052
12829,566117,17965,1,10,2011-09-09 10:54:00,9,9,4,10,0.0,15.5,0.0,0.0,0.0,0.0,15.5,15,0,0,1.55
12830,566123,15039,1,136,2011-09-09 11:15:00,9,9,4,11,4.95,87.61,24.85,80.29,124.67000000000003,0.0,322.37,0,0,0,2.3703676470588237
12831,566124,16515,1,144,2011-09-09 11:15:00,9,9,4,11,66.35,44.599999999999994,17.700000000000006,100.57000000000001,33.519999999999996,0.0,262.74,0,0,0,1.8245833333333334
12832,566162,15249,1,149,2011-09-09 11:46:00,9,9,4,11,15.0,16.5,89.33,84.62,76.86,0.0,282.31,0,0,0,1.8946979865771811
12833,566163,12637,0,719,2011-09-09 11:48:00,9,9,4,11,154.48,274.88000000000005,347.28000000000003,343.68000000000006,184.38000000000002,0.0,1304.6999999999994,0,0,0,1.814603616133518
12834,566164,191674,1,640,2011-09-09 11:56:00,9,9,4,11,45.2,1040.72,374.02999999999986,743.8100000000001,638.6999999999999,0.0,2842.4599999999996,0,0,0,4.44134375
12835,566169,14414,1,392,2011-09-09 12:09:00,9,9,4,12,30.0,65.75999999999999,61.28,6.84,21.96,0.0,185.84000000000003,0,0,0,0.4740816326530613
12836,566170,12879,1,40,2011-09-09 12:11:00,9,9,4,12,0.0,8.5,17.700000000000006,61.2,0.0,0.0,87.4,0,0,0,2.185
12837,566171,18118,1,97,2011-09-09 12:22:00,9,9,4,12,9.7,78.30999999999999,24.07,18.45,21.75,6.6,158.88000000000002,0,0,0,1.6379381443298973
12838,566172,17001,1,224,2011-09-09 12:24:00,9,9,4,12,39.6,242.59999999999997,40.2,0.0,0.0,0.0,322.4,0,0,0,1.4392857142857143
12839,566173,12787,0,144,2011-09-09 12:24:00,9,9,4,12,10.08,0.0,34.8,69.08,57.6,0.0,171.56,15,0,15,1.1913888888888888
12840,566175,18237,1,104,2011-09-09 12:36:00,9,9,4,12,0.0,0.0,0.0,119.39999999999999,39.56,0.0,158.96,0,0,0,1.5284615384615385
12841,566178,16353,1,49,2011-09-09 12:41:00,9,9,4,12,0.0,0.0,45.0,59.40000000000001,30.0,7.5,141.9,0,0,0,2.895918367346939
12842,566179,191702,0,233,2011-09-09 12:42:00,9,9,4,12,89.91,89.92999999999999,52.499999999999986,126.39,65.0,0.0,423.73,0,0,0,1.8185836909871245
12843,566184,16723,1,1,2011-09-09 13:01:00,9,9,4,13,0.0,0.0,0.0,165.0,0.0,0.0,165.0,0,0,0,165.0
12844,566186,16603,1,363,2011-09-09 13:02:00,9,9,4,13,44.6,40.9,33.57,174.67000000000002,2.88,0.0,296.62000000000006,0,0,0,0.8171349862258955
12845,566188,14312,1,95,2011-09-09 13:14:00,9,9,4,13,0.0,0.0,64.8,55.20000000000002,72.6,0.0,192.60000000000002,0,0,0,2.027368421052632
12846,566189,17800,1,109,2011-09-09 13:19:00,9,9,4,13,0.0,59.400000000000006,32.55,4.25,43.3,0.0,139.5,0,0,0,1.2798165137614679
12847,566190,12748,1,316,2011-09-09 13:20:00,9,9,4,13,41.129999999999995,53.24000000000001,62.73,23.9,25.45,0.0,206.44999999999996,0,0,4,0.6533227848101265
12848,566191,14388,1,210,2011-09-09 13:26:00,9,9,4,13,0.0,256.38,52.44,69.34,64.5,0.0,442.6599999999999,0,0,0,2.1079047619047615
12849,566192,14915,1,36,2011-09-09 13:34:00,9,9,4,13,83.4,12.5,0.0,69.30000000000001,0.0,0.0,165.20000000000002,0,0,0,4.5888888888888895
12850,566193,14961,1,517,2011-09-09 13:37:00,9,9,4,13,70.2,247.54000000000002,234.65,285.45000000000005,153.31,19.8,1010.95,0,0,0,1.9554158607350098
12851,566194,14711,1,90,2011-09-09 13:42:00,9,9,4,13,9.05,68.87,24.34,85.17000000000002,111.47000000000001,0.0,298.8999999999998,0,0,0,3.321111111111109
12852,566195,12433,0,1849,2011-09-09 13:44:00,9,9,4,13,232.54000000000002,200.08,834.8499999999999,1047.96,292.68,0.0,2608.1100000000006,0,0,0,1.4105516495402923
12853,566196,14180,1,16,2011-09-09 13:47:00,9,9,4,13,0.0,31.8,15.0,102.0,0.0,0.0,148.8,0,0,0,9.3
12854,566198,18109,1,82,2011-09-09 13:58:00,9,9,4,13,52.4,42.3,5.8,148.9,144.45,0.0,393.85,0,0,0,4.8030487804878055
12855,566199,14824,1,217,2011-09-09 14:12:00,9,9,4,14,31.2,241.96,19.8,17.700000000000006,131.25,0.0,441.91,0,0,0,2.036451612903226
12856,566200,16910,1,93,2011-09-09 14:14:00,9,9,4,14,15.069999999999999,19.83,45.77,22.569999999999993,8.54,0.0,111.77999999999996,0,0,0,1.2019354838709673
12857,566201,15189,1,18,2011-09-09 14:18:00,9,9,4,14,0.0,0.0,0.0,0.0,98.1,0.0,98.1,0,0,0,5.449999999999999
12858,566202,15652,1,208,2011-09-09 14:22:00,9,9,4,14,0.0,79.05,111.02,98.92,48.75,0.0,337.74,0,0,0,1.62375
12859,566203,16362,1,129,2011-09-09 14:47:00,9,9,4,14,33.25,101.26,73.34,93.85000000000001,16.65,0.0,318.3499999999999,0,0,0,2.4678294573643402
12860,566204,14628,1,166,2011-09-09 14:58:00,9,9,4,14,87.0,70.80000000000003,89.69999999999999,59.88,33.0,0.0,340.3800000000001,0,0,10,2.050481927710844
12861,566206,16362,1,7,2011-09-09 15:00:00,9,9,4,15,0.0,0.0,0.0,34.65,0.0,0.0,34.65,0,0,0,4.95
12862,566207,12830,1,2352,2011-09-09 15:02:00,9,9,4,15,581.04,0.0,188.64,233.28000000000003,207.36,0.0,1210.3200000000002,0,0,0,0.514591836734694
12863,566208,16362,1,9,2011-09-09 15:03:00,9,9,4,15,0.0,7.65,0.0,0.0,0.0,0.0,7.65,0,0,0,0.8500000000000001
12864,566213,14895,1,959,2011-09-09 15:09:00,9,9,4,15,503.17999999999995,406.87000000000006,313.0,253.52000000000007,256.36,0.0,1732.9300000000005,0,0,0,1.8070177267987493
12865,566214,14895,1,4,2011-09-09 15:10:00,9,9,4,15,0.0,0.0,0.0,0.0,51.0,0.0,51.0,0,0,0,12.75
12866,566215,14895,1,29,2011-09-09 15:11:00,9,9,4,15,0.0,0.0,89.25000000000001,0.0,19.9,0.0,109.15,0,0,0,3.763793103448276
12867,566217,14096,1,54,2011-09-09 15:17:00,9,9,4,15,40.2,8.66,35.580000000000005,12.02,10.0,0.0,106.45999999999998,13,0,0,1.9714814814814812
12868,566218,13079,1,6,2011-09-09 15:25:00,9,9,4,15,35.7,0.0,0.0,0.0,0.0,0.0,35.7,0,0,0,5.95
12869,566219,17426,1,700,2011-09-09 15:51:00,9,9,4,15,104.97999999999999,338.2800000000001,127.92000000000003,204.06,226.1200000000001,0.0,1001.3600000000005,0,0,0,1.4305142857142863
12870,566220,15251,1,1128,2011-09-09 15:53:00,9,9,4,15,1238.1000000000001,258.72,229.68000000000004,337.20000000000005,180.0,0.0,2243.7000000000003,0,0,0,1.9890957446808513
12871,566221,191889,1,491,2011-09-09 16:13:00,9,9,4,16,132.67999999999995,494.31999999999977,195.6,327.47999999999996,300.47,0.0,1450.5500000000002,198,0,0,2.9542769857433813
12872,566224,191891,1,4,2011-09-09 17:52:00,9,9,4,17,12.75,6.24,0.0,0.0,0.0,0.0,18.990000000000002,0,0,0,4.7475000000000005
12873,566225,16899,1,29,2011-09-11 10:35:00,9,11,6,10,0.0,48.15,15.0,14.400000000000002,0.0,0.0,77.55,0,0,0,2.674137931034483
12874,566226,15605,1,52,2011-09-11 10:39:00,9,11,6,10,0.0,0.0,77.25,88.65,38.70000000000001,0.0,204.60000000000002,0,0,0,3.934615384615385
12875,566227,14258,1,744,2011-09-11 10:42:00,9,11,6,10,79.19999999999997,389.2,367.8,455.1,620.76,0.0,1912.06,0,0,0,2.5699731182795698
12876,566228,13408,1,484,2011-09-11 10:52:00,9,11,6,10,0.0,179.0,0.0,710.4000000000002,0.0,0.0,889.4000000000001,0,0,0,1.8376033057851242
12877,566229,13408,1,62,2011-09-11 10:53:00,9,11,6,10,0.0,30.0,45.0,49.92,49.92,0.0,174.84,0,0,0,2.82
12878,566230,15159,1,263,2011-09-11 10:57:00,9,11,6,10,12.5,13.28,292.1,66.16,34.8,0.0,418.84000000000003,0,0,0,1.5925475285171105
12879,566231,14837,1,210,2011-09-11 10:58:00,9,11,6,10,77.52000000000001,86.08,79.44,28.2,32.7,0.0,303.94,0,0,0,1.4473333333333334
12880,566232,15159,1,82,2011-09-11 10:58:00,9,11,6,10,0.0,43.28,0.0,19.8,111.96000000000001,0.0,175.04000000000002,0,0,0,2.1346341463414635
12881,566233,12635,0,766,2011-09-11 11:04:00,9,11,6,11,19.86,349.16,116.83000000000001,221.55,172.14000000000001,0.0,879.5399999999996,126,0,126,1.1482245430809395
12882,566234,15035,1,245,2011-09-11 11:08:00,9,11,6,11,45.870000000000005,126.65000000000002,4.15,24.0,52.06,0.0,252.73,0,0,0,1.0315510204081633
12883,566235,15636,1,202,2011-09-11 11:17:00,9,11,6,11,11.5,165.3,17.4,42.66000000000001,181.20000000000005,0.0,418.0600000000001,0,0,0,2.0696039603960403
12884,566236,16384,1,60,2011-09-11 11:19:00,9,11,6,11,0.0,0.0,92.4,83.0,0.0,0.0,175.40000000000003,0,0,0,2.923333333333334
12885,566237,13742,1,30,2011-09-11 11:24:00,9,11,6,11,0.0,64.30000000000001,51.0,17.700000000000006,9.9,0.0,142.9,0,0,0,4.763333333333334
12886,566238,17377,1,39,2011-09-11 11:24:00,9,11,6,11,0.0,31.52,0.0,61.7,55.05,0.0,148.27000000000004,0,0,0,3.801794871794873
12887,566239,14665,1,125,2011-09-11 11:26:00,9,11,6,11,0.0,33.0,23.4,125.47,90.36000000000001,0.0,272.23,0,0,15,2.17784
12888,566240,14508,1,70,2011-09-11 11:29:00,9,11,6,11,19.28,35.129999999999995,23.979999999999997,44.55,14.620000000000001,0.0,137.56,0,0,0,1.965142857142857
12889,566241,15939,1,156,2011-09-11 11:30:00,9,11,6,11,0.0,254.76000000000002,0.0,0.0,0.0,0.0,254.76000000000002,0,0,0,1.633076923076923
12890,566242,15502,1,52,2011-09-11 11:56:00,9,11,6,11,0.0,39.6,47.5,73.5,0.0,0.0,160.6,0,0,0,3.088461538461538
12891,566243,15502,1,2,2011-09-11 11:57:00,9,11,6,11,0.0,0.0,0.0,33.9,0.0,0.0,33.9,0,0,0,16.95
12892,566244,15502,1,60,2011-09-11 11:58:00,9,11,6,11,0.0,0.0,0.0,126.00000000000006,0.0,0.0,126.00000000000006,0,0,0,2.100000000000001
12893,566245,13426,1,198,2011-09-11 11:59:00,9,11,6,11,0.0,124.15,39.6,181.54,106.68,0.0,451.97,0,0,0,2.282676767676768
12894,566246,13941,1,396,2011-09-11 12:00:00,9,11,6,12,589.2,15.3,175.62000000000006,0.0,247.92000000000004,0.0,1028.0400000000002,17,0,0,2.5960606060606066
12895,566247,16107,1,84,2011-09-11 12:03:00,9,11,6,12,0.0,81.6,0.0,136.0,99.0,0.0,316.6,0,0,0,3.7690476190476194
12896,566248,13272,1,72,2011-09-11 12:06:00,9,11,6,12,18.96,0.0,0.0,61.7,60.30000000000001,0.0,140.96,0,0,0,1.9577777777777778
12897,566249,13527,1,202,2011-09-11 12:09:00,9,11,6,12,94.10000000000001,69.96,73.80000000000001,66.62,168.82,0.0,473.30000000000007,0,0,0,2.3430693069306936
12898,566250,15587,1,120,2011-09-11 12:10:00,9,11,6,12,0.0,0.0,0.0,0.0,344.88,0.0,344.88,0,0,0,2.874
12899,566251,12841,1,170,2011-09-11 12:13:00,9,11,6,12,80.84,23.07,54.35,19.48,38.13,0.0,215.86999999999998,0,0,0,1.2698235294117646
12900,566253,13527,1,19,2011-09-11 12:15:00,9,11,6,12,0.0,0.0,11.97,0.0,0.0,0.0,11.97,0,0,0,0.63
12901,566254,13993,1,66,2011-09-11 12:16:00,9,11,6,12,67.5,17.4,77.1,0.0,120.89999999999999,0.0,282.90000000000003,0,0,0,4.286363636363637
12902,566255,13324,1,1492,2011-09-11 12:23:00,9,11,6,12,122.4,332.15999999999997,345.52,983.16,0.0,0.0,1783.2400000000005,0,0,0,1.1952010723860593
12903,566256,12680,0,42,2011-09-11 12:27:00,9,11,6,12,0.0,0.0,55.20000000000001,34.5,4.68,0.0,94.38000000000002,18,0,18,2.2471428571428578
12904,566257,13324,1,680,2011-09-11 12:34:00,9,11,6,12,0.0,120.0,122.4,613.1999999999999,0.0,0.0,855.5999999999999,0,0,0,1.258235294117647
12905,566258,13124,1,518,2011-09-11 12:45:00,9,11,6,12,289.56,150.8,178.9,421.85,198.75000000000003,0.0,1239.8600000000004,0,0,0,2.393552123552124
12906,566259,17317,1,534,2011-09-11 12:45:00,9,11,6,12,1249.62,396.0,0.0,0.0,306.0,0.0,1951.62,0,0,0,3.6547191011235953
12907,566260,14212,1,1152,2011-09-11 12:45:00,9,11,6,12,103.68,578.0,50.4,100.8,237.6,0.0,1070.48,0,0,0,0.9292361111111112
12908,566261,13372,1,158,2011-09-11 12:46:00,9,11,6,12,81.6,30.82,57.870000000000005,85.85,72.50000000000001,0.0,328.64,50,0,0,2.08
12909,566262,15527,1,108,2011-09-11 12:56:00,9,11,6,12,26.1,78.9,30.2,92.5,49.85,0.0,277.55000000000007,0,0,0,2.569907407407408
12910,566264,14606,1,55,2011-09-11 13:07:00,9,11,6,13,10.92,7.880000000000001,14.219999999999999,9.61,55.10000000000001,0.0,97.73000000000002,0,0,0,1.7769090909090912
12911,566265,18255,1,74,2011-09-11 13:16:00,9,11,6,13,0.0,88.0,15.3,0.0,0.0,0.0,103.3,0,0,0,1.395945945945946
12912,566266,17299,1,319,2011-09-11 13:22:00,9,11,6,13,95.61000000000001,17.36,19.449999999999996,130.05,34.89,0.0,297.35999999999996,0,0,0,0.9321630094043886
12913,566267,12647,0,193,2011-09-11 13:32:00,9,11,6,13,79.8,6.64,119.35,26.48,69.84,0.0,302.11,54,0,54,1.565336787564767
12914,566268,13813,0,80,2011-09-11 13:38:00,9,11,6,13,15.3,19.8,97.4,45.14,60.6,0.0,238.24000000000004,54,0,54,2.9780000000000006
12915,566269,17864,1,312,2011-09-11 13:39:00,9,11,6,13,20.16,5.1000000000000005,56.02,107.90000000000003,48.04,0.0,237.22,0,0,0,0.7603205128205128
